order_id,customer,amount,order_date
256,Bob,72,2024-07-17
257,Bob,401,2024-03-28
258,Charlie,163,2024-08-20
259,Alice,329,2024-04-17
260,David,773,2024-03-11
261,Charlie,127,2024-06-05
262,Alice,154,2024-11-22
263,Alice,423,2024-05-11
264,Alice,468,2024-12-01
265,Charlie,813,2024-11-01
266,David,632,2024-10-24
267,Charlie,561,2024-05-30
268,Alice,539,2024-09-09
269,Bob,533,2024-01-10
270,David,775,2024-07-07
271,Bob,213,2024-10-24
272,Charlie,250,2024-06-26
273,Bob,201,2024-11-11
274,Alice,338,2024-10-01
275,Bob,214,2024-11-16
276,Charlie,638,2024-04-23
277,Charlie,431,2024-10-27
278,Charlie,495,2024-09-03
279,Alice,708,2024-03-24
280,Charlie,625,2024-11-11
281,Charlie,984,2024-09-21
282,Charlie,559,2024-09-03
283,Alice,512,2024-04-09
284,Alice,60,2024-07-01
285,Alice,954,2024-02-14
286,Charlie,370,2024-10-02
287,Bob,395,2024-10-04
288,David,765,2024-04-12
289,Bob,83,2024-02-24
290,David,969,2024-10-21
291,Bob,924,2024-10-18
292,Charlie,958,2024-08-30
293,Alice,651,2024-03-20
294,Bob,678,2024-03-20
295,Alice,309,2024-11-16
296,Alice,842,2024-09-13
297,Charlie,153,2024-12-06
298,Charlie,87,2024-08-06
299,David,424,2024-10-25
300,Alice,734,2024-05-07
301,Charlie,530,2024-09-25
302,David,509,2024-06-07
303,Charlie,420,2024-08-02
304,Bob,462,2024-06-05
305,Bob,794,2024-08-09
306,Bob,292,2024-10-09
307,Charlie,765,2024-10-02
308,David,667,2024-11-19
309,Charlie,481,2024-07-30
310,Bob,803,2024-10-03
311,Alice,714,2024-03-12
312,Bob,239,2024-01-01
313,Charlie,925,2024-07-30
314,Bob,306,2024-08-20
315,Charlie,602,2024-04-21
316,David,330,2024-11-26
317,David,917,2024-09-24
318,David,866,2024-07-19
319,Bob,611,2024-07-21
320,Bob,816,2024-07-06
321,Bob,428,2024-11-23
322,David,771,2024-03-05
323,Charlie,728,2024-10-10
324,David,586,2024-03-09
325,Bob,780,2024-07-01
326,Bob,310,2024-11-12
327,Bob,351,2024-05-10
328,Alice,254,2024-01-12
329,Alice,698,2024-09-06
330,David,362,2024-06-19
331,David,872,2024-11-16
332,Bob,333,2024-08-17
333,David,865,2024-01-05
334,Alice,774,2024-02-26
335,Bob,835,2024-07-20
336,Charlie,417,2024-10-12
337,David,286,2024-03-10
338,Bob,541,2024-08-06
339,Alice,544,2024-01-06
340,Alice,61,2024-09-14
341,Charlie,611,2024-09-12
342,David,604,2024-10-15
343,Bob,509,2024-08-28
344,Bob,823,2024-12-08
345,David,920,2024-06-19
346,Charlie,428,2024-11-14
347,Alice,249,2024-12-12
348,Bob,226,2024-02-06
349,David,860,2024-10-31
350,Charlie,434,2024-02-29
351,David,961,2024-03-10
352,David,264,2024-06-28
353,Bob,923,2024-03-10
354,Bob,275,2024-08-12
355,Alice,949,2024-09-22
356,Alice,920,2024-11-07
357,Alice,111,2024-06-09
358,David,450,2024-12-24
359,Alice,452,2024-07-23
360,David,920,2024-04-19
361,Charlie,808,2024-09-03
362,David,101,2024-05-31
363,David,903,2024-07-21
364,Charlie,476,2024-08-08
365,Bob,80,2024-06-13
366,Alice,956,2024-06-27
367,Charlie,285,2024-12-16
368,Bob,68,2024-03-15
369,Charlie,237,2024-07-25
370,Charlie,399,2024-01-07
371,David,553,2024-05-03
372,Alice,738,2024-09-06
373,David,609,2024-02-28
374,Alice,693,2024-10-08
375,Alice,338,2024-08-30
376,David,134,2024-02-18
377,David,763,2024-09-07
378,Charlie,267,2024-03-19
379,Alice,168,2024-10-22
380,Bob,837,2024-06-30
381,Charlie,847,2024-09-01
382,Alice,370,2024-11-23
383,Alice,889,2024-01-11
384,Charlie,260,2024-02-22
385,David,680,2024-06-14
386,Charlie,169,2024-12-04
387,Bob,104,2024-04-15
388,Charlie,877,2024-06-01
389,Alice,951,2024-02-13
390,Bob,632,2024-03-14
391,Bob,677,2024-02-02
392,Charlie,441,2024-01-29
393,Alice,248,2024-07-02
394,Alice,282,2024-11-20
395,David,764,2024-07-12
396,Charlie,378,2024-03-24
397,David,975,2024-01-14
398,David,947,2024-11-17
399,Charlie,304,2024-12-31
400,Bob,161,2024-01-22
401,David,970,2024-08-12
402,David,198,2024-04-28
403,Alice,602,2024-12-24
404,Charlie,771,2024-05-07
405,David,686,2024-09-01
406,David,123,2024-09-08
407,Bob,317,2024-12-23
408,Charlie,424,2024-12-01
409,David,171,2024-09-20
410,David,652,2024-07-14
411,David,771,2024-07-27
412,David,151,2024-08-29
413,Bob,793,2024-09-15
414,David,646,2024-04-07
415,Charlie,489,2024-08-03
416,Charlie,528,2024-02-06
417,David,839,2024-08-19
418,Bob,305,2024-05-24
419,Charlie,192,2024-11-13
420,Alice,800,2024-03-29
421,Bob,346,2024-12-21
422,Alice,129,2024-08-04
423,David,791,2024-12-01
424,Charlie,352,2024-06-06
425,Bob,64,2024-10-26
426,Bob,737,2024-09-13
427,Alice,932,2024-10-03
428,Bob,704,2024-08-20
429,David,660,2024-01-10
430,Bob,823,2024-06-08
431,Bob,765,2024-01-29
432,David,912,2024-06-11
433,Alice,414,2024-12-28
434,Bob,181,2024-02-17
435,David,58,2024-12-12
436,David,653,2024-03-12
437,Alice,981,2024-02-25
438,Bob,895,2024-08-23
439,Bob,934,2024-12-12
440,Alice,896,2024-05-13
441,Charlie,756,2024-04-23
442,Alice,992,2024-02-25
443,Charlie,216,2024-02-16
444,Charlie,949,2024-05-06
445,Alice,927,2024-06-16
446,Alice,952,2024-09-17
447,Bob,549,2024-11-01
448,David,259,2024-08-23
449,Bob,270,2024-09-23
450,Bob,360,2024-11-09
451,Alice,530,2024-05-01
452,Charlie,602,2024-08-07
453,Charlie,229,2024-03-23
454,Alice,850,2024-07-04
455,Alice,901,2024-10-02
456,Charlie,387,2024-01-30
457,David,110,2024-05-27
458,Bob,671,2024-10-14
459,Alice,1000,2024-11-13
460,Bob,520,2024-08-15
461,David,78,2024-12-22
462,Bob,379,2024-03-16
463,Charlie,876,2024-02-29
464,David,403,2024-02-15
465,Alice,550,2024-11-10
466,Bob,709,2024-09-14
467,David,346,2024-07-17
468,Alice,511,2024-09-18
469,Charlie,549,2024-01-16
470,Charlie,824,2024-07-10
471,David,949,2024-06-08
472,Charlie,569,2024-12-18
473,Alice,919,2024-12-21
474,Charlie,777,2024-06-20
475,Charlie,476,2024-12-27
476,David,121,2024-05-28
477,Alice,539,2024-08-27
478,Bob,189,2024-12-24
479,David,452,2024-09-24
480,Bob,153,2024-11-14
481,Alice,176,2024-04-22
482,David,572,2024-05-24
483,Bob,997,2024-01-13
484,Alice,633,2024-07-13
485,David,581,2024-02-27
486,Bob,702,2024-02-09
487,David,235,2024-04-09
488,Alice,496,2024-10-25
489,Alice,122,2024-07-08
490,Charlie,320,2024-09-04
491,David,944,2024-09-18
492,Alice,233,2024-01-07
493,Charlie,933,2024-07-01
494,Alice,393,2024-04-02
495,Alice,63,2024-10-11
496,Charlie,368,2024-04-30
497,Charlie,987,2024-01-29
498,Charlie,619,2024-07-12
499,Charlie,478,2024-05-03
500,Bob,466,2024-05-28
501,Charlie,165,2024-05-18
502,Charlie,875,2024-12-14
503,Bob,451,2024-03-24
504,Alice,588,2024-08-29
505,Charlie,437,2024-07-29
506,David,275,2024-08-27
507,Charlie,368,2024-07-13
508,Alice,254,2024-10-14
509,David,874,2024-04-26
510,Charlie,138,2024-08-22
511,Bob,422,2024-09-15
512,Bob,908,2024-01-01
513,David,473,2024-11-22
514,Bob,700,2024-07-29
515,David,504,2024-09-30
516,Bob,607,2024-10-12
517,Charlie,895,2024-07-21
518,Alice,66,2024-11-27
519,Bob,865,2024-07-03
520,David,491,2024-05-10
521,Charlie,777,2024-08-25
522,Charlie,943,2024-03-16
523,Charlie,959,2024-07-08
524,Charlie,73,2024-01-17
525,Charlie,331,2024-07-04
526,Alice,902,2024-11-20
527,Bob,886,2024-12-08
528,Charlie,186,2024-09-26
529,David,276,2024-10-22
530,Alice,345,2024-10-19
531,David,493,2024-05-24
532,David,515,2024-10-27
533,Bob,584,2024-02-29
534,Charlie,309,2024-09-30
535,Bob,934,2024-01-12
536,Charlie,89,2024-06-20
537,Charlie,541,2024-06-14
538,Charlie,800,2024-09-14
539,David,420,2024-10-20
540,David,887,2024-08-28
541,Bob,189,2024-08-04
542,Alice,426,2024-12-16
543,David,340,2024-08-11
544,David,769,2024-11-25
545,Bob,941,2024-04-25
546,Charlie,652,2024-05-18
547,Bob,767,2024-06-19
548,Alice,764,2024-06-23
549,David,556,2024-02-05
550,Alice,947,2024-04-02
551,Bob,408,2024-11-06
552,David,652,2024-06-10
553,Alice,265,2024-12-14
554,Charlie,420,2024-05-11
555,Bob,500
556,Bob,66,2024-10-04
557,David,70,2024-10-12
558,Charlie,924,2024-05-26
559,Charlie,504,2024-12-27
560,Bob,411,2024-11-03
561,David,480,2024-11-09
562,Bob,340,2024-11-14
563,Alice,371,2024-06-30
564,David,532,2024-08-11
565,Alice,269,2024-11-05
566,Alice,113,2024-06-26
567,Charlie,926,2024-07-09
568,David,834,2024-10-19
569,Alice,220,2024-02-04
570,Alice,184,2024-08-04
571,Bob,454,2024-06-15
572,David,533,2024-02-06
573,Alice,837,2024-02-03
574,Bob,970,2024-03-01
575,Charlie,635,2024-03-27
576,Bob,220,2024-04-05
577,Alice,698,2024-07-13
578,David,871,2024-07-20
579,David,729,2024-12-17
580,Bob,189,2024-06-09
581,Charlie,837,2024-07-24
582,Alice,659,2024-08-22
583,Bob,691,2024-04-07
584,David,916,2024-01-11
585,Bob,914,2024-03-26
586,Charlie,831,2024-01-22
587,Bob,852,2024-07-28
588,Alice,930,2024-02-12
589,Charlie,865,2024-02-22
590,Alice,353,2024-04-23
591,Charlie,248,2024-04-15
592,Bob,225,2024-10-15
593,Alice,728,2024-04-30
594,David,387,2024-12-27
595,Alice,805,2024-11-04
596,Bob,69,2024-12-06
597,Charlie,618,2024-07-23
598,Bob,444,2024-01-03
599,David,154,2024-07-20
600,David,601,2024-04-17
601,Charlie,549,2024-06-22
602,Charlie,217,2024-01-23
603,Bob,623,2024-03-03
604,Alice,438,2024-01-29
605,David,207,2024-02-28
606,Charlie,975,2024-12-07
607,Bob,204,2024-12-05
608,Bob,764,2024-12-13
609,Charlie,655,2024-06-20
610,Charlie,455,2024-06-13
611,Charlie,578,2024-08-07
612,Charlie,58,2024-02-11
613,Charlie,367,2024-04-03
614,David,187,2024-04-15
615,Bob,749,2024-01-14
616,David,591,2024-07-27
617,Charlie,802,2024-05-11
618,Charlie,156,2024-02-19
619,Bob,487,2024-05-07
620,Charlie,641,2024-11-01
621,Bob,859,2024-01-25
622,Charlie,396,2024-01-17
623,Charlie,623,2024-05-20
624,David,516,2024-10-23
625,Alice,534,2024-10-26
626,David,903,2024-06-11
627,Alice,220,2024-01-26
628,Charlie,201,2024-08-16
629,Bob,585,2024-11-28
630,Alice,118,2024-10-07
631,David,524,2024-12-03
632,David,727,2024-03-03
633,David,441,2024-06-20
634,Bob,700,2024-08-10
635,Alice,891,2024-07-18
636,Charlie,797,2024-11-29
637,David,736,2024-07-28
638,Charlie,852,2024-06-21
639,Alice,875,2024-02-06
640,Charlie,936,2024-12-16
641,Charlie,299,2024-11-17
642,Bob,335,2024-10-27
643,Charlie,629,2024-03-26
644,Bob,96,2024-12-06
645,Charlie,447,2024-08-02
646,Charlie,576,2024-06-10
647,Alice,802,2024-12-28
648,Alice,792,2024-08-13
649,David,674,2024-04-11
650,David,92,2024-05-05
651,David,314,2024-07-19
652,Charlie,472,2024-05-18
653,Alice,481,2024-04-08
654,Charlie,350,2024-12-31
655,David,819,2024-01-18
656,Alice,272,2024-08-01
657,Alice,461,2024-12-20
658,Bob,707,2024-07-01
659,Bob,896,2024-08-30
660,Bob,213,2024-07-06
661,Charlie,840,2024-06-29
662,Alice,735,2024-11-14
663,Bob,360,2024-02-25
664,Alice,729,2024-04-13
665,Charlie,496,2024-01-16
666,David,121,2024-02-13
667,David,55,2024-02-18
668,Alice,90,2024-05-22
669,Charlie,783,2024-10-29
670,Alice,602,2024-02-29
671,Alice,943,2024-12-31
672,Alice,341,2024-05-04
673,David,121,2024-07-17
674,David,292,2024-04-19
675,Bob,438,2024-06-20
676,David,911,2024-05-21
677,David,604,2024-10-26
678,Charlie,980,2024-02-02
679,Alice,543,2024-10-07
680,Alice,73,2024-05-26
681,Charlie,255,2024-08-02
682,Bob,83,2024-08-26
683,David,567,2024-01-06
684,Charlie,982,2024-05-20
685,Charlie,891,2024-10-25
686,David,187,2024-08-14
687,Alice,94,2024-10-29
688,David,633,2024-06-20
689,David,780,2024-11-30
690,Charlie,574,2024-05-16
691,David,340,2024-09-21
692,David,152,2024-11-15
693,David,771,2024-01-12
694,Charlie,226,2024-10-03
695,Bob,881,2024-06-04
696,Charlie,417,2024-12-31
697,Charlie,793,2024-04-25
698,Alice,324,2024-05-11
699,Bob,994,2024-07-25
700,Bob,894,2024-06-06
701,Bob,770,2024-12-18
702,Bob,685,2024-06-08
703,David,854,2024-12-18
704,Bob,456,2024-06-13
705,Alice,564,2024-04-16
706,Bob,275,2024-10-19
707,Bob,349,2024-09-12
708,David,772,2024-02-14
709,Bob,877,2024-06-07
710,Bob,272,2024-03-10
711,Alice,346,2024-11-27
712,Charlie,574,2024-07-30
713,Charlie,291,2024-05-24
714,Bob,213,2024-09-14
715,David,598,2024-08-03
716,Alice,142,2024-03-22
717,Charlie,215,2024-10-02
718,Alice,623,2024-01-05
719,Alice,427,2024-10-10
720,Charlie,567,2024-10-07
721,Charlie,922,2024-03-13
722,David,529,2024-02-01
723,Bob,467,2024-08-01
724,Bob,471,2024-04-08
725,David,691,2024-10-18
726,David,92,2024-10-21
727,David,272,2024-10-13
728,Charlie,844,2024-06-03
729,Bob,858,2024-11-20
730,Charlie,368,2024-05-14
731,Bob,540,2024-06-04
732,Alice,872,2024-03-29
733,Alice,794,2024-08-28
734,Charlie,603,2024-01-17
735,Alice,558,2024-03-12
736,Bob,523,2024-07-19
737,David,690,2024-03-28
738,Charlie,778,2024-01-18
739,Bob,109,2024-10-08
740,David,397,2024-08-18
741,Charlie,737,2024-11-05
742,Alice,67,2024-01-30
743,Bob,929,2024-11-14
744,Alice,447,2024-06-16
745,Alice,187,2024-09-28
746,David,600,2024-10-24
747,Alice,832,2024-10-16
748,Alice,211,2024-11-17
749,Alice,957,2024-06-25
750,Charlie,151,2024-03-03
751,David,750,2024-08-17
752,Charlie,183,2024-12-09
753,Bob,764,2024-06-12
754,Bob,377,2024-10-25
755,Charlie,917,2024-10-18
756,David,480,2024-09-16
757,Charlie,885,2024-06-27
758,Alice,374,2024-10-19
759,David,183,2024-06-29
760,Charlie,797,2024-07-06
761,Charlie,870,2024-09-03
762,Alice,747,2024-04-11
763,Bob,999,2024-12-08
764,David,644,2024-05-07
765,Bob,197,2024-10-01
766,Charlie,946,2024-07-21
767,David,793,2024-04-30
768,David,456,2024-01-23
769,Alice,559,2024-05-17
770,Charlie,534,2024-09-15
771,Bob,569,2024-01-18
772,Alice,519,2024-03-24
773,Bob,211,2024-08-15
774,Charlie,731,2024-10-13
775,David,840,2024-01-21
776,David,321,2024-11-16
BAD_ROW_WITH_NO_COLUMNS
778,Charlie,972,2024-12-02
779,Charlie,462,2024-04-16
780,Bob,83,2024-02-09
781,Charlie,562,2024-07-31
782,David,556,2024-04-26
783,Charlie,179,2024-09-13
784,Alice,933,2024-07-05
785,David,662,2024-07-13
786,Alice,137,2024-07-31
787,David,637,2024-08-21
788,Alice,183,2024-02-05
789,Charlie,882,2024-08-10
790,Charlie,799,2024-12-01
791,Bob,872,2024-05-21
792,Bob,515,2024-06-11
793,Alice,977,2024-06-17
794,Charlie,707,2024-10-14
795,Alice,693,2024-05-14
796,Alice,979,2024-09-26
797,Bob,882,2024-06-25
798,Alice,207,2024-03-18
799,Alice,609,2024-06-22
800,Alice,186,2024-02-26
801,Bob,484,2024-12-27
802,Alice,535,2024-06-10
803,David,50,2024-07-05
804,Charlie,675,2024-03-21
805,Charlie,926,2024-11-05
806,Bob,989,2024-02-09
807,Alice,844,2024-06-15
808,David,473,2024-12-13
809,Charlie,702,2024-11-04
810,Alice,576,2024-08-13
811,Bob,960,2024-03-28
812,Charlie,963,2024-09-19
813,Charlie,630,2024-05-19
814,Alice,132,2024-10-25
815,Bob,623,2024-05-19
816,Charlie,149,2024-04-16
817,Charlie,919,2024-10-31
818,Charlie,205,2024-12-06
819,Alice,628,2024-10-08
820,Charlie,880,2024-01-01
821,Charlie,398,2024-08-29
822,Bob,507,2024-08-14
823,David,311,2024-03-07
824,Bob,687,2024-10-13
825,Bob,746,2024-09-22
826,Bob,528,2024-11-26
827,Charlie,728,2024-03-03
828,Charlie,478,2024-04-28
829,David,71,2024-01-18
830,Charlie,700,2024-07-07
831,Bob,135,2024-11-07
832,David,548,2024-03-08
833,Alice,970,2024-09-14
834,Alice,157,2024-11-27
835,David,542,2024-07-26
836,Bob,218,2024-11-28
837,David,721,2024-04-24
838,Alice,974,2024-10-31
839,Alice,397,2024-07-01
840,Charlie,703,2024-04-16
841,David,173,2024-05-20
842,Charlie,793,2024-10-03
843,Alice,820,2024-03-22
844,Alice,549,2024-02-11
845,Charlie,433,2024-11-24
846,Alice,169,2024-12-16
847,David,792,2024-03-29
848,Bob,669,2024-06-25
849,Charlie,719,2024-10-21
850,Charlie,144,2024-01-22
851,Charlie,470,2024-07-07
852,Charlie,543,2024-08-16
853,Charlie,537,2024-06-28
854,Bob,944,2024-06-23
855,Bob,252,2024-01-07
856,Charlie,151,2024-06-22
857,David,171,2024-07-20
858,Alice,106,2024-07-19
859,Bob,443,2024-08-08
860,Bob,745,2024-07-31
861,Alice,67,2024-02-07
862,Charlie,417,2024-02-07
863,David,77,2024-07-27
864,David,213,2024-07-25
865,David,828,2024-02-28
866,Alice,555,2024-11-29
867,David,573,2024-02-01
868,Alice,168,2024-05-11
869,Charlie,325,2024-12-08
870,Alice,306,2024-09-06
871,Charlie,775,2024-08-04
872,Bob,259,2024-05-14
873,Charlie,88,2024-05-06
874,Alice,310,2024-11-16
875,David,193,2024-06-17
876,Bob,217,2024-09-08
877,Bob,56,2024-07-28
878,Charlie,699,2024-03-10
879,Charlie,255,2024-02-01
880,Charlie,782,2024-03-21
881,Charlie,270,2024-04-01
882,Bob,627,2024-06-15
883,Bob,589,2024-08-24
884,Bob,979,2024-01-09
885,Alice,526,2024-03-20
886,David,656,2024-09-24
887,David,451,2024-10-06
888,Alice,385,2024-07-17
889,Bob,343,2024-10-18
890,David,676,2024-08-29
891,Bob,930,2024-11-08
892,Charlie,285,2024-02-10
893,Alice,563,2024-05-18
894,David,279,2024-10-17
895,Charlie,710,2024-11-18
896,Bob,344,2024-08-20
897,David,973,2024-06-27
898,David,770,2024-03-06
899,Bob,829,2024-12-19
900,Bob,626,2024-03-25
901,Bob,397,2024-02-02
902,Charlie,292,2024-05-23
903,Charlie,708,2024-04-21
904,Bob,450,2024-07-08
905,Alice,826,2024-09-03
906,David,123,2024-06-08
907,Charlie,117,2024-07-31
908,Bob,71,2024-10-23
909,Alice,947,2024-06-07
910,David,399,2024-03-17
911,Charlie,421,2024-06-07
912,Alice,638,2024-05-12
913,Charlie,984,2024-04-06
914,David,878,2024-07-14
915,Charlie,119,2024-01-20
916,Alice,727,2024-09-21
917,Alice,929,2024-06-14
918,David,972,2024-08-11
919,David,857,2024-10-25
920,Alice,770,2024-10-25
921,Bob,231,2024-09-03
922,Alice,939,2024-02-02
923,David,148,2024-11-19
924,Charlie,748,2024-05-21
925,David,838,2024-07-29
926,David,253,2024-10-03
927,Bob,689,2024-05-18
928,Alice,473,2024-07-20
929,Bob,683,2024-02-04
930,Alice,820,2024-10-26
931,Alice,900,2024-03-13
932,Charlie,985,2024-08-03
933,David,125,2024-01-24
934,David,623,2024-06-04
935,Alice,502,2024-08-11
936,David,448,2024-03-01
937,Bob,905,2024-08-18
938,Bob,868,2024-08-17
939,Alice,392,2024-05-11
940,Alice,610,2024-11-01
941,David,732,2024-05-02
942,David,631,2024-10-28
943,David,867,2024-02-22
944,Charlie,90,2024-09-03
